zip_code,market_id,relationship_type,mapping_rationale
98312,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98314,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98315,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98320,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98327,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98328,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98329,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98330,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98335,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98337,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98340,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98345,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98346,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98349,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98353,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98359,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98364,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98366,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98367,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98370,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98371,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98372,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98373,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98374,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98375,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98376,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98380,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98383,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98387,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98388,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98390,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98391,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98393,WA-BREMERTON,primary,Ferry-dependent Kitsap Peninsula with CHI Franciscan Harrison 60-min ferry crossing creates separate market
98401,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98402,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98403,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98404,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98405,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98406,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98407,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98408,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98409,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98415,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98416,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98417,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98418,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98419,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98421,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98422,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98424,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98430,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98431,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98433,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98438,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98439,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98443,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98444,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98445,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98446,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98447,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98465,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98466,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98467,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98498,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98499,WA-SEATTLE-TACOMA,primary,Pierce County with MultiCare CHI Franciscan within 15-30 min and Sounder rail to Seattle
98501,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98502,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98503,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98504,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98505,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98506,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98507,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98509,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98512,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98513,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98516,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98526,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98528,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98531,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98540,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98576,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98579,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98589,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98597,WA-OLYMPIA,primary,Thurston County state capital with Providence St Peter within 15-30 min separate from Seattle Tacoma
98601,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98601,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98604,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98604,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98606,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98606,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98607,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98607,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98629,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98629,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98639,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98639,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98660,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98660,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98661,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98661,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98662,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98662,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98663,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98663,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98664,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98664,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98665,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98665,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98666,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98666,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98668,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98668,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98671,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98671,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98674,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98674,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98675,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98675,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98682,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98682,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98683,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98683,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98684,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98684,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98685,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98685,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98686,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98686,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98687,WA-VANCOUVER,primary,Southwest Washington with PeaceHealth Southwest Columbia River north bank may integrate with Portland
98687,OR-PORTLAND,secondary,Cross-border access to Portland OHSU Legacy via MAX light rail and I-5 I-205 bridges in 20-40 min
98801,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98802,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98807,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98811,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98812,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98813,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98815,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98816,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98817,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98821,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98822,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98823,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98824,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98826,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98827,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98828,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98831,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98833,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98834,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98836,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98837,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98840,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98841,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98843,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98844,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98845,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98846,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98847,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98848,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98849,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98850,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98851,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98852,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98853,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98855,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98856,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98857,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98858,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98859,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98860,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98862,WA-WENATCHEE,primary,North-central with Confluence Health serving Cascade east slope separated from Seattle and Spokane
98901,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98902,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98903,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98904,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98907,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98908,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98909,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98920,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98921,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98922,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98923,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98925,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98926,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98929,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98930,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98932,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98933,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98934,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98935,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98936,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98937,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98938,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98939,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98942,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98943,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98944,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98946,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98947,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98948,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98950,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98951,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98952,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
98953,WA-YAKIMA,primary,Central valley with Yakima Memorial Virginia Mason Memorial separated from Seattle by Cascades
99001,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99003,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99004,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99005,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99006,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99008,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99009,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99011,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99012,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99016,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99019,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99021,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99022,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99023,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99025,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99026,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99027,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99029,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99030,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99031,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99036,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99037,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99039,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99101,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99102,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99103,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99105,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99109,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99110,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99111,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99113,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99115,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99116,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99117,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99118,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99119,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99121,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99122,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99123,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99124,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99125,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99126,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99128,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99129,WA-WALLA,primary,Southeast corner with Providence St Mary near Oregon border separated from Tri-Cities by distance
99130,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99131,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99133,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
99134,WA-SPOKANE,primary,Eastern Washington hub with Providence Sacred Heart MultiCare separated from Seattle by Cascade barrier
